Perfil,Coord_X,Coord_Y,Lim_sup,Lim_inf,Da,CO_g
CG3-P176,541837,9870681,0,30,1.43,20.3
CG3-P177,526012,9866172,0,30,1.37,28.42
CG3-P178,522604,9866254,0,30,1.44,19.72
CG3-P179,513452,9873504,21,30,1.37,28.42
CG3-P180,530262,9874049,0,30,1.42,21.46
CG3-P181,532871,9875843,21,30,1.49,12.76
CG3-P182,541208,9872879,0,30,1.4,24.94
CG3-P183,636136,9741939,21,30,1.33,14.5
CG3-P184,598254,9736898,21,30,1.29,35.38
CG3-P185,597044,9740445,21,30,1.43,20.3
CG3-P186,593517,9755997,21,30,1.45,18.56
CG3-P187,593239,9754345,21,30,1.43,20.3
CG3-P188,605187,9754208,0,30,1.45,18.56
CG3-P189,603654,9755183,0,30,1.3,26.68
CG3-P190,513824,9750657,21,30,1.54,6.96
CG3-P191,513218,9750654,0,30,1.56,5.8
CG3-P192,514029,9751890,0,30,1.56,5.8
CG3-P193,513665,9752596,21,30,1.5,12.18
CG3-P194,512777,9746976,21,30,1.59,1.74
CG3-P195,513503,9746469,21,30,1.57,4.06
CG3-P196,602604,9773650,0,30,1.48,12.76
CG3-P197,600657,9760859,21,30,1.24,41.18
CG3-P198,601462,9760161,0,30,1.49,12.76
CG3-P199,610615,9768727,21,30,1.48,14.5
CG3-P200,613257,9769623,0,30,1.47,15.66
CG3-P201,611044,9766976,21,30,1.37,28.42
CG3-P202,612863,9763955,21,30,1.38,27.26
CG3-P203,590961,9747170,21,30,1.51,10.44
CG3-P205,586706,9765752,21,30,1.33,34.8
CG3-P206,587081,9750591,21,30,1.23,24.36
CG3-P207,591335,9757928,21,30,1.03,4.64
CG3-P208,635631,9661977,21,30,0.92,30.74
CG3-P209,578714,9702551,21,30,1.54,10.44
CG3-P211,588160,9744134,21,30,1.48,14.5
CG3-P212,592690,9740098,21,30,1.39,25.52
CG3-P213,569918,9734316,21,30,1.46,21.46
CG3-P214,571532,9735685,0,30,1.32,8.7
CG3-P215,572629,9731025,21,30,1.42,22.04
CG3-P216,568263,9730187,21,30,1.3,38.86
CG3-P217,574354,9713280,0,30,1.55,6.38
CG3-P218,576584,9710876,0,30,1.58,2.9
CG3-P219,576559,9710619,0,30,1.57,4.64
CG4-P027,601416,9799716,21,30,1.53,8.12
CG4-P029,603622,9811187,0,30,1.49,5.22
CG4-P031,607315,9815229,0,30,0.02,7.54
CG4-P032,608976,9815594,0,30,1.3,10.44
CG4-P034,598342,9818448,21,30,1.37,33.64
CG4-P050,597339,9846214,0,30,1.43,20.3
CG4-P052,616872,9869586,21,30,1.77,27.26
CG4-P053,609992,9854147,21,30,1.67,24.36
CG4-P054,611954,9854446,21,30,1.84,15.66
CG4-P055,644025,9875322,0,30,1.07,37.12
CG4-P056,648294,9876923,21,30,1.39,22.62
CG4-P057,624998,9846012,0,30,1.12,18.56
CG4-P058,626571,9851619,21,30,1.22,33.64
CG4-P059,653587,9821297,0,30,1.19,13.92
CG4-P061,657150,9822565,21,30,1.14,14.5
CG4-P062,657047,9816860,0,30,0.93,30.16
CG4-P063,658609,9815017,0,30,1.24,21.46
CG4-P064,658471,9815058,11,20,1.43,20.3
CG4-P065,661295,9818813,11,20,1.47,15.66
CG4-P066,658087,9813113,0,30,1.33,14.5
CG4-P067,658056,9819136,0,30,1.5,12.18
CG4-P068,608123,9790194,0,30,1.52,9.86
CG4-P069,610549,9789098,0,30,1.39,15.66
CG4-P070,608728,9788901,21,30,1.31,17.98
CG4-P071,604712,9786642,21,30,1.21,15.66
CG4-P072,600657,9784868,21,30,1.24,41.18
CG4-P073,603565,9786423,21,30,1.38,21.46
CG4-P074,607225,9788542,21,30,1,14.5
CG4-P075,609128,9787745,21,30,1.19,12.76
CG4-P076,605023,9791189,0,30,1.56,13.92
CG4-P077,606073,9785024,21,30,1.91,7.54
CG4-P078,606887,9785590,11,20,1.09,20.3
CG4-P079,608867,9783847,21,30,1.47,15.66
CG4-P080,609586,9783494,21,30,1.56,5.22
CG4-P081,608705,9785993,11,20,1,15.66
CG4-P082,606814,9791598,0,30,1.32,9.28
CG4-P083,600708,9785739,0,30,1.56,15.66
CG4-P084,607379,9785728,21,30,1.51,10.44
CG4-P085,602474,9788667,21,30,1.49,12.76
CG4-P087,570344,9821810,0,30,1.57,22.04
CG4-P092,567029,9832416,21,30,1.07,20.3
CG4-P094,566941,9828813,0,30,1.19,24.94
CG4-P095,562139,9832996,21,30,1.22,23.2
CG4-P096,562288,9833102,0,30,1.52,17.98
CG4-P097,560305,9832308,0,30,1.29,33.64
CG4-P098,560349,9832278,0,30,1.13,29
CG4-P099,560375,9832897,0,30,1.06,34.22
CG4-P100,562273,9832962,21,30,1.44,28.42
CG4-P101,560967,9833490,0,30,1.4,27.26
CG4-P103,561206,9832655,21,30,1.38,27.26
CG4-P104,645961,9889065,0,30,1.16,32.48
CG4-P105,645400,9894891,0,30,1.07,19.72
CG4-P106,645637,9893095,0,30,0.87,113.69
CG4-P107,646168,9892605,0,30,1.07,21.46
CG4-P108,642202,9893162,0,30,1.05,22.04
CG4-P109,641101,9888030,0,30,1.23,19.72
CG4-P110,640599,9885162,0,30,1.5,28.42
CG4-P111,640037,9896797,0,30,0.87,29
CG4-P112,639223,9896818,0,30,1.27,23.2
CG4-P113,638688,9896736,21,30,1.22,22.04
CG4-P114,639889,9892063,21,30,1.07,8.7
CG4-P115,639193,9893624,21,30,1.11,28.42
CG4-P116,637926,9895364,0,30,1.22,22.04
CG4-P117,639151,9894995,21,30,1.05,66.13
CG4-P118,642894,9897520,0,30,1.17,29
CG4-P119,646057,9897822,0,30,1.06,25.52
CG4-P120,644411,9885598,0,30,1.25,19.72
CG4-P121,587671,9798481,21,30,1.5,4.06
CG4-P122,591452,9797981,21,30,1.72,8.7
CG4-P123,589102,9797027,0,30,1.57,5.8
CG4-P124,590781,9794147,21,30,1.59,17.98
CG4-P125,591082,9794962,11,20,1.57,12.76
CG4-P126,587288,9793659,21,30,1.57,18.56
CG4-P127,577041,9772755,21,30,1.46,16.24
CG4-P128,579018,9773667,21,30,1.42,22.04
CG4-P129,577199,9775927,0,30,1.41,23.2
CG4-P130,578288,9777815,21,30,1.37,29
CG4-P131,579086,9779339,11,20,1.47,15.66
CG4-P132,578465,9781029,0,30,1.44,18.56
CG4-P133,581345,9782780,21,30,1.48,16.24
CG4-P134,583744,9786117,21,30,1.81,12.76
CG4-P135,585440,9790213,0,30,1.45,17.4
CG4-P136,579624,9784901,0,30,1.42,22.04
CG4-P137,581132,9787230,0,30,1.48,12.18
CG4-P138,585028,9791632,21,30,1.44,19.72
CG4-P139,588277,9790399,0,10,1.49,12.76
CG4-P140,587388,9792893,21,30,1.45,17.4
CG4-P141,564593,9840782,0,30,1.41,29
CG4-P142,562879,9841139,21,30,1.28,31.9
CG4-P143,565506,9841711,0,30,1.3,30.16
CG4-P144,565049,9842366,0,30,1.44,33.64
CG4-P145,562153,9850746,0,30,1.42,33.06
CG4-P146,560795,9863723,21,30,1.32,31.9
CG4-P147,560632,9862775,0,30,1.42,32.48
CG4-P148,559560,9862294,21,30,1.31,7.54
CG4-P149,559231,9858095,0,30,1.47,15.66
CG4-P150,558653,9858851,0,30,1.4,24.94
CG4-P151,557178,9864215,21,30,1.09,35.96
CG4-P152,557077,9864631,21,30,0.96,80.63
CG4-P153,560771,9861535,0,30,1.14,19.72
CG4-P155,561196,9855064,0,30,1.54,17.4
CG4-P156,543854,9890270,21,30,1.16,20.3
CG4-P159,550885,9888043,21,30,1.45,17.4
CG4-P161,546592,9890288,0,30,1.53,8.7
CG4-P164,548113,9892540,0,30,0.77,20.3
CG4-P166,621310,9694275,0,30,1.41,23.2
CG4-P167,621437,9696872,21,30,1.54,3.48
CG4-P168,604213,9696837,21,30,1.48,13.92
CG4-P169,603009,9695765,21,30,1.38,27.26
CG4-P170,602476,9693111,21,30,1.42,21.46
CG4-P172,611209,9690322,0,30,1.45,18.56
CG4-P173,587050,9669317,0,30,1.51,11.02
CG4-P174,585822,9670033,21,30,1.45,17.4
CG4-P175,589548,9670786,11,20,1.5,12.18
CG4-P176,585878,9672689,0,30,1.33,33.64
CG4-P178,584002,9685999,21,30,1.57,4.06
CG4-P182,584558,9690735,0,10,1.61,6.96
CG4-P183,545912,9883043,0,30,1.3,38.28
CG4-P184,548146,9883056,0,30,1.48,14.5
CG4-P185,531026,9862489,21,30,1.5,12.18
CG4-P186,530763,9862217,11,20,1.31,36.54
CG4-P187,527564,9861692,0,30,0.99,27.26
CG4-P188,537970,9867194,21,30,1.3,38.28
CG4-P189,537917,9866948,0,30,1.45,17.98
CG4-P190,549157,9886826,0,10,1.46,16.24
CG4-P191,528300,9862378,0,30,0.94,17.4
CG4-P192,517431,9871473,0,30,1.36,15.66
CG4-P193,524190,9875511,0,30,1.09,26.68
CG4-P194,523667,9875096,21,30,1.43,20.3
CG4-P195,521397,9875851,21,30,1.19,21.46
CG4-P196,537912,9882428,21,30,1.42,21.46
CG4-P197,537234,9883486,21,30,1.42,21.46
CG4-P198,535582,9882622,0,10,1.45,17.4
CG4-P199,529886,9882841,21,30,1.19,9.28
CG4-P200,613556,9760054,21,30,1.42,21.46
CG4-P201,596408,9737887,21,30,1.32,35.96
CG4-P202,596717,9738290,0,30,1.41,23.2
CG4-P204,600262,9747560,11,20,1.39,25.52
CG4-P206,513788,9748950,0,30,1.54,6.96
CG4-P207,597523,9762419,0,30,1.46,16.24
CG4-P208,600770,9757901,0,30,1.44,19.72
CG4-P209,601301,9758467,21,30,1.45,17.4
CG4-P210,612604,9769969,0,30,1.18,0.58
CG4-P211,610061,9770431,21,30,1.38,27.26
CG4-P212,610175,9759162,0,30,1.15,64.39
CG4-P213,603226,9757903,21,30,1.36,30.16
CG4-P214,608031,9771438,21,30,1.38,26.68
CG4-P216,511977,9745310,0,30,1.5,12.18
CG4-P217,510786,9746918,0,30,1.59,1.74
CG4-P218,511806,9743346,21,30,1.56,5.8
CG4-P219,606422,9772519,21,30,1.35,30.74
CG4-P220,605159,9774691,0,30,1.47,15.66
CG4-P221,582802,9748274,21,30,1.26,30.74
CG4-P222,590594,9765799,11,20,1.15,30.74
CG4-P223,590382,9765848,21,30,1.3,38.28
CG4-P224,590264,9765909,11,20,1.32,35.96
CG4-P225,591163,9757534,21,30,1.44,19.14
CG4-P226,592796,9756487,21,30,1.4,23.78
CG4-P227,636487,9671382,0,30,1.1,16.24
CG4-P229,587748,9733983,0,30,1.24,12.18
CG4-P230,584415,9735984,0,30,1.54,7.54
CG4-P231,564359,9735351,21,30,1.12,22.04
CG4-P232,564223,9734861,21,30,1.5,12.18
CG4-P233,566451,9727623,0,30,1.59,1.74
CG4-P234,565713,9727404,21,30,1.51,10.44
CG4-P235,578333,9717991,21,30,1.48,13.92
CG4-P236,575413,9716576,21,30,1.6,0.58
CG5-P001,658922,9793518,21,30,1.45,18.56
CG5-P002,655664,9795886,11,20,1.08,16.82
CG5-P003,654608,9799584,0,30,1.56,5.22
CG5-P004,671783,9814920,0,30,1.31,19.72
CG5-P005,666790,9810237,0,30,1.06,22.62
CG5-P006,663480,9806716,0,30,1.35,23.2
CG5-P007,657785,9808829,0,30,1.45,17.4
CG5-P010,654290,9848344,0,30,1.46,16.24
CG5-P011,647218,9836092,0,30,1.41,23.2
CG5-P012,648667,9841111,0,30,1.44,19.72
CG5-P013,592961,9844023,21,30,1.52,9.28
CG5-P014,594590,9840989,0,30,1.49,12.76
CG5-P015,610419,9844489,0,30,1.52,9.86
CG5-P016,607545,9849156,0,30,1.39,26.1
CG5-P017,597143,9855721,21,30,1.49,12.76
CG5-P018,595084,9852861,21,30,1.3,6.96
CG5-P019,616687,9872025,21,30,1.41,22.62
CG5-P020,633441,9871016,21,30,1.49,13.34
CG5-P021,636279,9871513,0,30,1.17,25.52
CG5-P022,611673,9859867,0,30,1.22,15.66
CG5-P023,613691,9858545,0,30,1.42,21.46
CG5-P024,632966,9856749,0,30,1.52,15.08
CG5-P025,632558,9855577,0,30,1.33,34.8
CG5-P026,624880,9844580,0,30,1.5,11.6
CG5-P027,621448,9843300,0,30,1.39,26.1
CG5-P028,632317,9861318,21,30,1.31,37.12
CG5-P029,661601,9816460,0,30,1.2,38.86
CG5-P030,666478,9821330,21,30,1.18,15.66
CG5-P031,665205,9820019,21,30,1.18,17.98
CG5-P032,665959,9819838,21,30,1.25,21.46
CG5-P033,666428,9813935,11,20,0.97,38.28
CG5-P034,663539,9814458,21,30,1.07,17.98
CG5-P035,662341,9829785,11,20,1.12,23.2
CG5-P036,587085,9767765,0,30,1.29,17.98
CG5-P037,586794,9771270,21,30,1.17,55.68
CG5-P038,587219,9770794,21,30,1.51,10.44
CG5-P039,591144,9776118,21,30,1.61,23.2
CG5-P040,589897,9776039,11,20,1.01,85.85
CG5-P041,589511,9773430,0,30,1.24,28.42
CG5-P042,585018,9767963,0,30,1.31,37.7
CG5-P043,588820,9770517,21,30,1.61,36.54
CG5-P044,589081,9770831,21,30,1.31,36.54
CG5-P045,587069,9776142,0,30,1.53,33.06
CG5-P046,585999,9776280,0,30,1.37,6.38
CG5-P047,585772,9778068,21,30,1.43,20.3
CG5-P065,634410,9884402,0,30,0.91,27.26
CG5-P066,634561,9884854,0,30,1.11,12.76
CG5-P067,635415,9888437,0,30,1.04,23.78
CG5-P068,634888,9888572,0,30,1.4,23.78
CG5-P069,636416,9888939,0,30,1.44,19.72
CG5-P070,635100,9891687,0,30,1.25,20.3
CG5-P071,635737,9891360,0,30,1.24,25.52
CG5-P072,635739,9891026,0,30,1.24,27.26
CG5-P073,634732,9891764,0,30,1.03,18.56
CG5-P074,636405,9890101,0,30,1,27.26
CG5-P075,635225,9886483,0,30,1.05,23.2
CG5-P076,638402,9891193,0,30,0.95,27.26
CG5-P077,639156,9889596,0,30,1.01,20.3
CG5-P078,637200,9888818,0,30,1.1,15.66
CG5-P079,632698,9883187,0,30,1.27,22.04
CG5-P080,638199,9885011,0,30,1.14,28.42
CG5-P082,581995,9793776,21,30,1.46,16.24
CG5-P083,569059,9783632,0,30,1.52,9.28
CG5-P084,569402,9782971,0,30,1.34,18.56
CG5-P085,565386,9786543,21,30,1.38,26.68
CG5-P086,567560,9786023,0,30,1.4,23.78
CG5-P087,569335,9786085,0,30,1.42,21.46
CG5-P088,571331,9782916,21,30,1.4,14.5
CG5-P089,573347,9786806,0,30,1.18,38.28
CG5-P090,573588,9788086,21,30,1.4,23.78
CG5-P091,572392,9787949,21,30,1.25,29
CG5-P092,575422,9788026,0,30,1.56,5.22
CG5-P093,576571,9790605,21,30,1.48,13.92
CG5-P094,572517,9792535,0,30,1.49,13.92
CG5-P095,576401,9794315,0,30,1.45,17.4
CG5-P096,576361,9795669,21,30,1.49,15.66
CG5-P097,578255,9789420,21,30,1.5,12.18
CG5-P098,581094,9794664,21,30,1.42,21.46
CG5-P099,568978,9830576,0,30,1.27,17.4
CG5-P100,569328,9831157,0,30,1.18,12.76
CG5-P101,577524,9836299,0,30,1.11,30.16
CG5-P102,576694,9836009,0,30,1.36,19.72
CG5-P103,570183,9835098,0,30,1.28,17.4
CG5-P104,570661,9837042,0,30,1.2,28.42
CG5-P105,571222,9839000,21,30,1.32,35.38
CG5-P106,571233,9837953,21,30,1.42,21.46
CG5-P107,571553,9835598,0,30,1.42,22.04
CG5-P108,571693,9834481,0,30,1.42,22.04
CG5-P109,570491,9840863,0,30,1.44,19.72
CG5-P110,575693,9834641,0,30,1.52,9.28
CG5-P111,573870,9837135,0,30,0.88,31.9
CG5-P113,572465,9833954,0,30,1,30.16
CG5-P114,571826,9840084,21,30,1.46,21.46
CG5-P115,516043,9888807,21,30,1.54,6.96
CG5-P116,510248,9883041,21,30,1.44,19.72
CG5-P117,510266,9882373,0,30,0.94,19.72
CG5-P118,513067,9882949,0,30,1.14,35.96
CG5-P119,516531,9882910,0,30,1.4,24.94
CG5-P120,517534,9882590,0,30,1.37,28.42
CG5-P121,514726,9883775,0,30,1.51,11.02
CG5-P122,511346,9884488,0,30,1.3,15.66
CG5-P123,512527,9885187,0,30,1.08,13.92
CG5-P124,516145,9886420,0,30,1.54,7.54
CG5-P125,517181,9886802,11,20,1.43,20.3
CG5-P126,615548,9694770,21,30,1.33,40.02
CG5-P127,616896,9698257,21,30,1.7,3.48
CG5-P128,600094,9701829,21,30,1.56,5.22
CG5-P129,599920,9700654,21,30,1.45,17.4
CG5-P130,599422,9700172,21,30,1.51,10.44
CG5-P131,599292,9697513,0,30,1.45,18.56
CG5-P132,596021,9695384,0,30,1.33,33.64
CG5-P133,593837,9677092,0,30,1.58,14.5
CG5-P134,593773,9677048,0,30,1.6,5.8
CG5-P135,594040,9676243,0,30,1.32,23.78
CG5-P136,587219,9678755,21,30,1.51,10.44
CG5-P137,587125,9678220,21,30,1.45,18.56
CG5-P138,590393,9679801,21,30,1.5,12.18
CG5-P139,590448,9681192,21,30,1.31,22.04
CG5-P140,609578,9690236,0,30,1.4,24.94
CG5-P141,608568,9689983,21,30,1.52,9.28
CG5-P142,528952,9882423,0,10,1.45,18.56
CG5-P143,529339,9882325,21,30,1.51,10.44
CG5-P144,543507,9879966,21,30,1.16,8.7
CG5-P145,537974,9871759,21,30,1.21,25.52
CG5-P146,542831,9877046,0,30,1.45,18.56
CG5-P147,532417,9873842,21,30,0.85,7.54
CG5-P149,531327,9874885,0,30,1.48,13.92
CG5-P151,513431,9874381,21,30,1.09,49.3
CG5-P152,522915,9868558,21,30,1.07,23.2
CG5-P154,527198,9872053,21,30,1.13,14.5
CG5-P155,528699,9881638,21,30,1.48,13.92
CG5-P156,546399,9877108,21,30,1.44,19.72
CG5-P157,595097,9742072,11,20,1.45,17.98
CG5-P158,597299,9744619,21,30,1.38,27.26
CG5-P159,608401,9746653,21,30,1.45,17.4
CG5-P160,605030,9748153,21,30,1.48,14.5
CG5-P161,600239,9756455,21,30,1.42,22.04
CG5-P162,600702,9756182,21,30,1.45,17.98
CG5-P163,599952,9761857,21,30,1.32,35.96
CG5-P164,600694,9761090,0,30,1.4,23.78
CG5-P165,500504,9758063,11,20,1.59,2.32
CG5-P166,499580,9758227,21,30,1.59,1.74
CG5-P167,500170,9757425,21,30,1.52,9.28
CG5-P168,503378,9755012,0,10,1.51,11.02
CG5-P169,593778,9765855,21,30,1.19,58
CG5-P170,593920,9765874,21,30,1.29,39.44
CG5-P171,612773,9776012,21,30,1.51,10.44
CG5-P172,613234,9776038,21,30,1.54,6.96
CG5-P173,613170,9776645,21,30,1.37,29
CG5-P174,601083,9765683,21,30,1.4,23.78
CG5-P175,610143,9758901,21,30,1.45,17.98
CG6-P001,670758,9805608,0,15,1.18,13.92
CG6-P002,682994,9807723,0,19,1.52,9.28
CG6-P003,682138,9817518,0,20,1.46,16.24
CG6-P004,679894,9812734,0,21,1.26,14.5
CG6-P005,680705,9808972,0,15,1.33,12.18
CG6-P006,683757,9811069,0,17,1.35,17.4
CG6-P007,683927,9814167,0,5,1.07,42.34
CG6-P008,687308,9808799,0,21,1.32,26.1
CG6-P010,671097,9803569,0,30,1.6,0.58
CG6-P011,671585,9802244,0,30,1.45,17.4
CG6-P012,677032,9813846,0,10,1.34,7.54
CG6-P013,673981,9808944,8,8,1.38,19.72
CG6-P014,675186,9810193,0,14,1.3,8.7
CG6-P015,642523,9829763,0,5,0.79,27.84
CG6-P016,640418,9826627,0,23,1.33,12.18
CG6-P017,641892,9833602,0,20,1.48,13.92
CG6-P018,644366,9824834,0,29,0.91,33.64
CG6-P019,605796,9835333,0,30,1.54,7.54
CG6-P020,599085,9826863,11,20,1.05,27.84
CG6-P021,601957,9829460,0,9,1.41,39.44
CG6-P022,598302,9824792,0,15,1.61,22.04
CG6-P023,594803,9852530,0,30,1.52,35.96
CG6-P024,593760,9849498,0,30,1.44,33.06
CG6-P025,627503,9869400,11,20,1.41,22.74
CG6-P026,627253,9866300,21,30,1.41,26.68
CG6-P027,626898,9878272,21,30,1.56,17.98
CG6-P028,628443,9876980,0,30,1.34,15.08
CG6-P029,617826,9845365,21,30,0.99,27.26
CG6-P030,630416,9856237,11,20,1.51,20.88
CG6-P031,626622,9859624,0,30,1.52,22.62
CG6-P032,622245,9834984,0,30,1.32,1.16
CG6-P033,620824,9837316,0,30,1.67,7.54
CG6-P034,622029,9842487,0,30,1.15,24.94
CG6-P035,667364,9823876,0,30,1.39,18.56
CG6-P036,662113,9825177,0,30,1.04,20.3
CG6-P037,662321,9825796,0,30,1.07,22.04
CG6-P038,662507,9827475,0,30,1.16,13.92
CG6-P039,663867,9825474,0,30,1.11,34.22
CG6-P040,663700,9822144,0,30,1.34,15.66
CG6-P041,608612,9782034,0,30,1.45,18.56
CG6-P042,599015,9774349,0,30,1.31,36.54
CG6-P043,599114,9774370,0,30,1.53,32.48
CG6-P044,603395,9776984,0,30,1.3,14.5
CG6-P045,603531,9777366,0,30,1.42,22.04
CG6-P046,603643,9775017,0,30,1.26,19.72
CG6-P047,601589,9774745,0,30,1.36,30.16
CG6-P048,599584,9774151,0,30,1.5,12.18
CG6-P049,608801,9782373,0,30,1.31,22.62
CG6-P051,597775,9771513,21,30,1.37,29
CG6-P052,556318,9817152,21,30,1.4,24.94
CG6-P053,557645,9818456,0,30,1.28,26.68
CG6-P056,557599,9829926,0,30,1.45,17.98
CG6-P057,558163,9819847,0,30,1.38,29
CG6-P058,557501,9823072,11,20,1.52,9.28
CG6-P059,560205,9819928,0,30,1.4,23.78
CG6-P060,560275,9819957,0,30,1.46,16.24
CG6-P061,557400,9824796,21,30,1.4,23.78
CG6-P062,554332,9826214,21,30,0.99,26.68
CG6-P063,554405,9826298,21,30,1.4,23.78
CG6-P065,557349,9827541,21,30,1.35,31.9
CG6-P066,557473,9826995,21,30,1.42,21.46
CG6-P067,559409,9824592,21,30,1.43,20.3
CG6-P068,630210,9877547,0,30,1.21,31.9
CG6-P069,630096,9877649,0,30,1.19,23.78
CG6-P070,632512,9877275,0,30,1.16,25.52
CG6-P071,632290,9876303,0,30,0.89,20.3
CG6-P072,630390,9881635,0,30,1.41,23.2
CG6-P073,630608,9881933,0,30,0.87,26.68
CG6-P074,632444,9880765,0,30,1.13,30.74
CG6-P075,635489,9879658,0,30,0.87,30.16
CG6-P076,633742,9880688,11,20,1.02,46.98
CG6-P077,641096,9883269,0,30,1.51,10.44
CG6-P078,638008,9877685,21,30,0.82,14.5
CG6-P079,638760,9878193,0,30,1.38,27.26
CG6-P080,637011,9874944,0,30,1.13,34.22
CG6-P081,635515,9873970,0,30,1.42,21.46
CG6-P082,635535,9874036,21,30,1.01,23.2
CG6-P083,643780,9881035,0,30,1.38,27.26
CG6-P084,572236,9802331,21,30,1.43,20.3
CG6-P085,567289,9801260,21,30,1.43,20.3
CG6-P086,567672,9801132,21,30,1.44,19.72
CG6-P087,566759,9801759,0,30,1.37,28.42
CG6-P088,567069,9801905,21,30,1.4,24.94
CG6-P089,569238,9801696,0,30,1.45,17.4
CG6-P090,571579,9804278,0,30,1.56,5.22
CG6-P091,571618,9805157,0,30,1.49,12.76
CG6-P092,572059,9807393,0,30,1.37,28.42
CG6-P093,568258,9805295,0,18,1.54,6.96
CG6-P094,567600,9804706,21,30,1.51,10.44
CG6-P095,571131,9806887,21,30,1.51,10.44
CG6-P096,576670,9804341,0,30,1.27,17.98
CG6-P097,579640,9800835,0,30,1.5,12.18
CG6-P098,579858,9800773,21,30,1.48,14.5
CG6-P099,581987,9802173,0,30,1.54,6.96
CG6-P100,581292,9801660,21,30,1.51,10.44
CG6-P101,562601,9864480,0,30,1.01,16.24
CG6-P102,568108,9841542,0,30,1.22,13.92
CG6-P104,570241,9833709,0,30,1.17,5.22
CG6-P105,568407,9845600,21,30,1.46,16.24
CG6-P107,565334,9851917,0,30,1.35,16.24
CG6-P109,565663,9857261,21,30,1.48,14.5
CG6-P110,565019,9859050,0,30,1.17,45.24
CG6-P111,568172,9856247,0,30,1.36,30.16
CG6-P112,568193,9853974,21,30,1.45,17.4
CG6-P113,567146,9855376,21,30,1.56,5.22
CG6-P114,564947,9855839,21,30,1.39,20.3
CG6-P115,564904,9862352,21,30,1.13,13.92
CG6-P116,562988,9859164,0,10,1.41,23.2
CG6-P117,564712,9859174,0,30,1.33,10.44
CG6-P118,564421,9860498,0,30,1.29,20.3
CG6-P119,556038,9819100,21,30,1.49,12.76
CG6-P120,555988,9817974,21,30,1.45,18.56
CG6-P121,555979,9818453,21,30,1.41,23.2
CG6-P122,521159,9893140,0,30,1.47,15.66
CG6-P123,516037,9889948,21,30,1.56,5.8
CG6-P124,517154,9890312,11,20,1.58,3.48
CG6-P125,517686,9891603,0,10,1.54,6.96
CG6-P126,520595,9891986,21,30,1.46,16.24
CG6-P127,517552,9881934,0,30,1.37,28.42
CG6-P128,521530,9883870,0,30,1.56,5.8
CG6-P130,522060,9884398,0,30,1.54,6.96
CG6-P132,525612,9889197,21,30,1.56,5.8
CG6-P133,618213,9697984,0,30,1.51,10.44
CG6-P134,610130,9700160,21,30,1.59,1.74
CG6-P135,608047,9700740,21,30,1.42,21.46
CG6-P136,606494,9700634,0,30,1.19,12.76
CG6-P137,609704,9688929,21,30,1.59,19.72
CG6-P138,608873,9687788,21,30,1.41,12.76
CG6-P139,594374,9673535,0,30,1.67,12.76
CG6-P140,593393,9674291,0,30,1.49,19.72
CG6-P141,593279,9674792,0,30,1.37,28.42
CG6-P142,582667,9678260,11,20,1.48,14.5
CG6-P144,583842,9678480,21,30,1.47,13.92
CG6-P145,594023,9689541,21,30,1.45,14.5
CG6-P147,590738,9683938,0,30,1.48,13.92
CG6-P148,595715,9691861,0,30,1.42,22.04
CG6-P149,547890,9881866,21,30,1.54,7.54
CG6-P150,547505,9880653,21,30,1.49,12.76
CG6-P151,546631,9879418,0,30,1.29,28.42
CG6-P152,546110,9877162,0,30,1.04,6.96
CG6-P153,540246,9873462,0,30,1.48,13.92
CG6-P154,540041,9873287,21,30,1.45,17.4
CG6-P155,540029,9874223,0,30,1.56,5.22
CG6-P156,538432,9871111,21,30,1.16,15.66
CG6-P157,519029,9869883,21,30,1.51,10.44
CG6-P158,518726,9871431,0,30,1.21,18.56
CG6-P159,513144,9874323,21,30,1.03,92.23
CG6-P160,534462,9875709,0,30,1.33,34.22
CG6-P161,534580,9874388,21,30,1.42,22.04
CG6-P162,529091,9886148,21,30,1.11,10.44
CG6-P163,529057,9883363,21,30,1.51,10.44
CG6-P164,528433,9884789,11,20,1.59,1.74
CG6-P165,579660,9744933,21,30,1.57,4.06
CG6-P166,590545,9766705,21,30,1.37,29
CG6-P167,591802,9766690,21,30,1.39,25.52
CG6-P168,592333,9752704,21,30,1.58,3.48
CG6-P169,589736,9751488,21,30,1.54,6.96
CG6-P170,634528,9670150,0,30,1.47,3.48
CG6-P171,580009,9700597,21,30,1.43,5.8
CG6-P172,582292,9724035,21,30,1.35,4.06
CG6-P173,578938,9727217,21,30,1.58,4.06
CG6-P174,568431,9735847,0,30,1.42,43.5
CG6-P176,578860,9722338,21,30,1.3,5.22
CG6-P177,573132,9726568,21,30,1.34,30.74
CG6-P178,572222,9713968,21,30,1.4,5.22
CG6-P179,573792,9713394,11,20,1.43,11.02
CL1-P001,680218,9558206,21,30,1.52,9.86
CL1-P002,685694,9550353,0,30,1.4,24.07
CL1-P004,689301,9542455,21,30,1.53,8.99
CL1-P005,688810,9543309,0,30,1.5,12.59
CL1-P006,683871,9552031,0,30,1.55,6.55
CL1-P007,681031,9554084,0,30,1.75,11.66
CL1-P008,679638,9552761,0,10,1.43,20.94
CL1-P009,679495,9553381,21,30,1.51,11.43
CL1-P010,679466,9554952,21,30,1.46,16.36
CL1-P011,678870,9561610,0,30,1.51,10.85
CL1-P012,685362,9566362,11,20,1.53,8.7
CL1-P013,685431,9564983,21,30,1.43,20.71
